Data,Ultimo,Apertura,Massimo,Minimo,Vol.,Var. %
"21.10.2019","10,800","10,845","10,900","10,790","1,73M","0,33%"
"18.10.2019","10,765","10,735","10,850","10,705","2,81M","0,56%"
"17.10.2019","10,705","10,625","10,805","10,610","2,15M","1,13%"
"16.10.2019","10,585","10,790","10,795","10,580","2,37M","-1,44%"
"15.10.2019","10,740","10,610","10,875","10,605","3,73M","1,37%"
"14.10.2019","10,595","10,560","10,600","10,485","1,50M","0,14%"
"11.10.2019","10,580","10,265","10,580","10,205","3,65M","3,22%"
"10.10.2019","10,250","10,235","10,250","10,105","1,90M","0,34%"
"09.10.2019","10,215","10,130","10,270","10,125","1,45M","0,84%"
"08.10.2019","10,130","10,270","10,295","10,085","1,81M","-1,32%"
"07.10.2019","10,265","10,035","10,265","9,990","2,20M","2,86%"
"04.10.2019","9,980","10,035","10,050","9,924","1,60M","-0,06%"
"03.10.2019","9,986","9,950","10,095","9,900","1,48M","0,22%"
"02.10.2019","9,964","10,315","10,315","9,964","2,51M","-3,12%"
"01.10.2019","10,285","10,430","10,480","10,255","3,45M","-1,39%"
"30.09.2019","10,430","10,250","10,505","10,240","3,77M","1,66%"
"27.09.2019","10,260","10,290","10,290","10,175","1,67M","0,49%"
"26.09.2019","10,210","10,160","10,260","10,160","1,17M","-0,05%"
"25.09.2019","10,215","10,265","10,265","10,055","1,76M","-0,58%"
"24.09.2019","10,275","10,125","10,285","10,125","2,65M","2,09%"
"23.09.2019","10,065","10,120","10,180","10,005","1,50M","-1,13%"
"20.09.2019","10,180","10,150","10,180","10,045","3,34M","0,99%"
"19.09.2019","10,080","10,170","10,175","10,040","3,00M","-0,79%"
"18.09.2019","10,160","9,930","10,175","9,928","2,00M","1,86%"
"17.09.2019","9,974","10,015","10,050","9,922","1,99M","-0,85%"
"16.09.2019","10,060","10,135","10,135","9,952","1,62M","-1,23%"
"13.09.2019","10,185","10,160","10,200","10,130","1,50M","0,59%"
"12.09.2019","10,125","9,980","10,240","9,970","3,63M","1,76%"
"11.09.2019","9,950","9,926","10,010","9,846","2,21M","0,40%"
"10.09.2019","9,910","10,025","10,050","9,834","3,05M","-1,69%"
"09.09.2019","10,080","10,070","10,090","10,005","1,29M","0,05%"
"06.09.2019","10,075","10,030","10,110","9,972","2,06M","0,25%"
"05.09.2019","10,050","10,160","10,225","9,988","3,46M","-0,40%"
"04.09.2019","10,090","9,980","10,230","9,970","2,96M","1,92%"
"03.09.2019","9,900","9,916","9,930","9,828","1,43M","0,24%"
"02.09.2019","9,876","9,814","9,940","9,780","1,42M","1,06%"
"30.08.2019","9,772","9,840","9,910","9,730","3,23M","-0,69%"
"29.08.2019","9,840","9,434","9,860","9,402","4,39M","4,70%"
"28.08.2019","9,398","9,476","9,528","9,290","2,90M","-1,05%"
"27.08.2019","9,498","9,452","9,544","9,394","2,99M","0,83%"
"26.08.2019","9,420","9,350","9,498","9,262","1,50M","0,21%"
"23.08.2019","9,400","9,734","9,734","9,400","2,33M","-2,73%"
"22.08.2019","9,664","9,698","9,740","9,600","2,03M","-0,35%"
"21.08.2019","9,698","9,474","9,714","9,436","2,43M","2,80%"
"20.08.2019","9,434","9,484","9,510","9,386","1,41M","-0,69%"
"19.08.2019","9,500","9,326","9,510","9,294","2,14M","2,88%"
"16.08.2019","9,234","9,180","9,388","9,130","2,60M","0,98%"
"14.08.2019","9,144","9,320","9,334","9,102","2,12M","-1,78%"
"13.08.2019","9,310","9,030","9,344","8,980","2,85M","2,31%"
"12.08.2019","9,100","9,088","9,186","9,044","2,60M","1,18%"
"09.08.2019","8,994","9,494","9,520","8,944","7,03M","-6,68%"
"08.08.2019","9,638","9,620","9,650","9,480","1,83M","1,65%"
"07.08.2019","9,482","9,396","9,618","9,390","2,45M","1,54%"
"06.08.2019","9,338","9,470","9,524","9,338","2,15M","-1,58%"
"05.08.2019","9,488","9,620","9,670","9,472","2,03M","-1,60%"
"02.08.2019","9,642","9,650","9,718","9,564","2,49M","-1,17%"
"01.08.2019","9,756","9,650","9,992","9,634","3,47M","0,99%"
"31.07.2019","9,660","9,500","9,680","9,432","4,82M","3,45%"
"30.07.2019","9,338","9,584","9,584","9,332","1,95M","-2,61%"
"29.07.2019","9,588","9,380","9,602","9,380","1,70M","1,93%"
"26.07.2019","9,406","9,470","9,474","9,388","1,60M","-0,72%"
"25.07.2019","9,474","9,440","9,670","9,420","2,99M","0,79%"
"24.07.2019","9,400","9,382","9,420","9,312","2,19M","0,19%"
"23.07.2019","9,382","9,464","9,510","9,382","1,65M","-0,64%"
"22.07.2019","9,442","9,380","9,490","9,368","1,18M","0,45%"
"19.07.2019","9,400","9,586","9,610","9,356","2,60M","-1,74%"
"18.07.2019","9,566","9,500","9,596","9,500","1,24M","-0,21%"
"17.07.2019","9,586","9,616","9,648","9,520","1,81M","-0,31%"
"16.07.2019","9,616","9,670","9,702","9,616","1,73M","-0,87%"
"15.07.2019","9,700","9,622","9,768","9,620","2,39M","0,43%"
"12.07.2019","9,658","9,642","9,676","9,610","1,53M","0,06%"
"11.07.2019","9,652","9,756","9,770","9,652","2,34M","-0,98%"
"10.07.2019","9,748","9,668","9,756","9,608","1,97M","0,97%"
"09.07.2019","9,654","9,676","9,746","9,654","2,11M","-0,47%"
"08.07.2019","9,700","9,680","9,752","9,652","2,08M","-0,14%"
"05.07.2019","9,714","9,758","9,804","9,690","1,71M","-0,37%"
"04.07.2019","9,750","9,700","9,812","9,680","2,59M","0,62%"
"03.07.2019","9,690","9,422","9,698","9,422","5,25M","2,37%"
"02.07.2019","9,466","9,248","9,466","9,246","3,51M","2,40%"
"01.07.2019","9,244","9,300","9,330","9,244","2,11M","-0,17%"
"28.06.2019","9,260","9,140","9,268","9,140","2,64M","1,31%"
"27.06.2019","9,140","9,134","9,204","9,066","2,11M","0,09%"
"26.06.2019","9,132","9,122","9,192","9,090","2,38M","-0,41%"
"25.06.2019","9,170","9,210","9,224","9,146","2,20M","-0,69%"
"24.06.2019","9,234","9,150","9,274","9,140","4,12M","-2,94%"
"21.06.2019","9,514","9,500","9,612","9,482","7,34M","-0,02%"
"20.06.2019","9,516","9,382","9,620","9,368","4,95M","1,54%"
"19.06.2019","9,372","9,290","9,372","9,274","3,06M","0,88%"
"18.06.2019","9,290","9,200","9,320","9,148","3,21M","0,76%"
"17.06.2019","9,220","9,268","9,300","9,220","1,87M","-0,52%"
"14.06.2019","9,268","9,220","9,278","9,214","2,06M","0,39%"
"13.06.2019","9,232","9,188","9,264","9,154","1,89M","0,48%"
"12.06.2019","9,188","9,200","9,242","9,152","1,99M","-0,39%"
"11.06.2019","9,224","9,152","9,280","9,130","2,90M","1,34%"
"10.06.2019","9,102","9,192","9,192","9,086","1,35M","0,00%"
"07.06.2019","9,102","8,926","9,118","8,926","2,57M","1,97%"
"06.06.2019","8,926","8,906","9,066","8,862","2,38M","0,54%"
"05.06.2019","8,878","8,956","8,994","8,776","2,82M","-0,69%"
"04.06.2019","8,940","8,694","8,984","8,662","3,02M","2,55%"
"03.06.2019","8,718","8,626","8,742","8,590","2,28M","0,21%"
"31.05.2019","8,700","8,700","8,762","8,648","2,81M","-0,93%"
"30.05.2019","8,782","8,678","8,800","8,678","2,17M","1,53%"
"29.05.2019","8,650","8,804","8,828","8,638","3,11M","-2,02%"
"28.05.2019","8,828","8,844","8,868","8,670","4,33M","-0,79%"
"27.05.2019","8,898","8,890","9,070","8,848","1,47M","-0,25%"
"24.05.2019","8,920","8,800","8,986","8,790","3,29M","1,73%"
"23.05.2019","8,768","8,990","8,992","8,758","2,71M","-2,58%"
"22.05.2019","9,000","9,084","9,154","8,948","3,27M","-1,77%"
"21.05.2019","9,162","9,100","9,196","9,044","4,38M","0,64%"
"20.05.2019","9,104","9,004","9,144","9,004","2,29M","0,89%"
"17.05.2019","9,024","9,216","9,216","9,004","2,63M","-2,23%"
"16.05.2019","9,230","9,104","9,230","9,002","2,30M","1,29%"
"15.05.2019","9,112","9,170","9,194","8,888","3,90M","-0,63%"
"14.05.2019","9,170","8,892","9,170","8,854","3,63M","3,08%"
"13.05.2019","8,896","8,994","9,010","8,850","3,35M","-1,16%"
"10.05.2019","9,000","9,042","9,078","9,000","2,84M","-0,09%"
"09.05.2019","9,008","9,122","9,218","9,000","3,76M","-1,23%"
"08.05.2019","9,120","9,334","9,334","9,012","5,70M","-3,16%"
"07.05.2019","9,418","9,370","9,438","9,342","3,13M","0,75%"
"06.05.2019","9,348","9,340","9,380","9,212","2,37M","-0,97%"
"03.05.2019","9,440","9,412","9,508","9,394","1,70M","0,00%"
"02.05.2019","9,440","9,530","9,576","9,412","2,47M","-0,74%"
"30.04.2019","9,510","9,376","9,544","9,352","3,81M","1,45%"
"29.04.2019","9,374","9,252","9,398","9,240","2,08M","1,32%"
"26.04.2019","9,252","9,250","9,276","9,106","2,64M","0,30%"
"25.04.2019","9,224","9,250","9,306","9,192","1,84M","-0,41%"
"24.04.2019","9,262","9,480","9,506","9,252","3,77M","-2,11%"
"23.04.2019","9,462","9,532","9,572","9,420","3,57M","-0,61%"
"18.04.2019","9,520","9,500","9,556","9,314","4,68M","0,04%"
"17.04.2019","9,516","9,074","9,526","9,048","8,35M","5,71%"
"16.04.2019","9,002","9,068","9,110","8,980","3,02M","-0,75%"
"15.04.2019","9,070","8,942","9,074","8,942","2,30M","1,07%"
"12.04.2019","8,974","9,006","9,036","8,930","2,11M","-0,18%"
"11.04.2019","8,990","8,942","9,028","8,862","2,83M","0,54%"
"10.04.2019","8,942","8,996","8,996","8,892","3,71M","-0,16%"
"09.04.2019","8,956","8,954","9,070","8,948","4,49M","0,36%"
"08.04.2019","8,924","8,850","8,978","8,820","3,51M","1,71%"
"05.04.2019","8,774","8,750","8,820","8,748","2,76M","0,39%"
"04.04.2019","8,740","8,748","8,758","8,704","2,42M","-0,07%"
"03.04.2019","8,746","8,700","8,746","8,668","2,54M","0,81%"
"02.04.2019","8,676","8,650","8,704","8,634","3,11M","0,30%"
"01.04.2019","8,650","8,690","8,738","8,644","3,00M","-0,25%"
"29.03.2019","8,672","8,680","8,690","8,594","3,32M","0,88%"
"28.03.2019","8,596","8,610","8,672","8,582","2,46M","-0,35%"
"27.03.2019","8,626","8,620","8,738","8,608","3,88M","0,02%"
"26.03.2019","8,624","8,604","8,632","8,568","2,46M","0,40%"
"25.03.2019","8,590","8,512","8,654","8,422","4,01M","0,35%"
"22.03.2019","8,560","8,650","8,756","8,560","5,19M","-0,90%"
"21.03.2019","8,638","8,450","8,648","8,446","6,03M","2,35%"
"20.03.2019","8,440","8,360","8,476","8,336","7,21M","0,96%"
"19.03.2019","8,360","8,180","8,384","8,160","6,73M","2,58%"
"18.03.2019","8,150","8,090","8,176","8,064","3,17M","0,87%"
"15.03.2019","8,080","8,000","8,088","7,972","4,18M","1,10%"
"14.03.2019","7,992","7,942","7,992","7,936","2,13M","0,40%"
"13.03.2019","7,960","7,912","7,960","7,896","2,35M","0,25%"
"12.03.2019","7,940","7,916","7,962","7,858","2,21M","0,48%"
"11.03.2019","7,902","7,840","7,914","7,820","1,54M","1,15%"
"08.03.2019","7,812","7,902","7,942","7,764","2,83M","-1,71%"
"07.03.2019","7,948","7,930","8,016","7,892","3,23M","0,05%"
"06.03.2019","7,944","7,922","7,954","7,884","1,95M","0,20%"
"05.03.2019","7,928","7,900","7,940","7,880","1,61M","0,46%"
"04.03.2019","7,892","7,960","7,984","7,892","2,56M","-0,55%"
"01.03.2019","7,936","7,942","7,960","7,910","2,88M","0,08%"
"28.02.2019","7,930","7,858","7,934","7,848","2,83M","0,38%"
"27.02.2019","7,900","7,882","7,900","7,816","2,04M","0,03%"
"26.02.2019","7,898","7,790","7,898","7,758","3,21M","1,07%"
"25.02.2019","7,814","7,802","7,890","7,782","2,26M","0,41%"
"22.02.2019","7,782","7,774","7,798","7,740","1,63M","0,31%"
"21.02.2019","7,758","7,740","7,804","7,716","2,58M","0,39%"
"20.02.2019","7,728","7,760","7,768","7,666","1,79M","-0,28%"
"19.02.2019","7,750","7,748","7,802","7,708","1,80M","-0,31%"
"18.02.2019","7,774","7,746","7,786","7,726","1,95M","0,36%"
"15.02.2019","7,746","7,600","7,810","7,570","4,50M","1,04%"
"14.02.2019","7,666","7,762","7,790","7,662","2,37M","-1,19%"
"13.02.2019","7,758","7,690","7,778","7,672","3,70M","1,02%"
"12.02.2019","7,680","7,610","7,690","7,548","2,78M","1,48%"
"11.02.2019","7,568","7,478","7,610","7,470","2,34M","1,20%"
"08.02.2019","7,478","7,454","7,604","7,420","2,65M","0,32%"
"07.02.2019","7,454","7,654","7,684","7,454","3,77M","-3,02%"
"06.02.2019","7,686","7,628","7,694","7,598","2,63M","0,55%"
"05.02.2019","7,644","7,520","7,644","7,480","3,45M","1,65%"
"04.02.2019","7,520","7,340","7,524","7,336","3,53M","2,34%"
"01.02.2019","7,348","7,516","7,550","7,266","5,69M","-2,21%"
"31.01.2019","7,514","7,662","7,698","7,404","5,48M","-2,03%"
"30.01.2019","7,670","7,660","7,686","7,610","1,32M","0,16%"
"29.01.2019","7,658","7,688","7,726","7,624","2,81M","-0,31%"
"28.01.2019","7,682","7,674","7,746","7,660","2,39M","-0,13%"
"25.01.2019","7,692","7,650","7,692","7,556","5,08M","1,00%"
"24.01.2019","7,616","7,650","7,664","7,538","3,59M","0,24%"
"23.01.2019","7,598","7,512","7,644","7,482","2,43M","0,93%"
"22.01.2019","7,528","7,572","7,582","7,492","3,25M","-0,95%"
"21.01.2019","7,600","7,548","7,600","7,488","2,51M","0,18%"
"18.01.2019","7,586","7,450","7,586","7,432","4,73M","2,51%"
"17.01.2019","7,400","7,312","7,414","7,284","2,41M","0,63%"
"16.01.2019","7,354","7,244","7,360","7,196","2,50M","1,86%"
"15.01.2019","7,220","7,276","7,290","7,172","2,74M","-0,44%"
"14.01.2019","7,252","7,184","7,260","7,164","2,10M","0,47%"
"11.01.2019","7,218","7,200","7,244","7,178","1,88M","0,25%"
"10.01.2019","7,200","7,050","7,200","7,050","2,41M","1,32%"
"09.01.2019","7,106","7,070","7,148","7,026","2,19M","0,99%"
"08.01.2019","7,036","7,100","7,152","7,036","2,45M","-0,54%"
"07.01.2019","7,074","7,100","7,130","7,012","2,68M","-0,14%"
"04.01.2019","7,084","7,040","7,092","6,988","2,73M","1,23%"
"03.01.2019","6,998","6,948","7,076","6,908","2,87M","0,40%"
"02.01.2019","6,970","6,952","7,004","6,818","2,43M","-0,20%"
"28.12.2018","6,984","6,878","7,010","6,878","2,33M","2,22%"
"27.12.2018","6,832","6,948","6,972","6,820","2,61M","-1,10%"
"21.12.2018","6,908","6,954","7,010","6,900","4,87M","-1,46%"
"20.12.2018","7,010","7,020","7,092","6,910","3,84M","-1,38%"
"19.12.2018","7,108","6,950","7,212","6,940","5,95M","3,22%"
"18.12.2018","6,886","6,850","6,928","6,816","2,73M","-0,15%"
"17.12.2018","6,896","6,930","6,988","6,880","2,90M","-0,49%"
"14.12.2018","6,930","6,806","6,956","6,724","3,43M","0,93%"
"13.12.2018","6,866","6,850","6,948","6,710","3,10M","0,64%"
"12.12.2018","6,822","6,594","6,830","6,562","4,86M","4,03%"
"11.12.2018","6,558","6,550","6,672","6,472","2,77M","0,99%"
"10.12.2018","6,494","6,550","6,612","6,494","1,93M","-1,16%"
"07.12.2018","6,570","6,598","6,646","6,570","1,99M","0,49%"
"06.12.2018","6,538","6,838","6,838","6,532","4,10M","-5,27%"
"05.12.2018","6,902","6,722","6,920","6,716","2,59M","1,32%"
"04.12.2018","6,812","6,850","6,874","6,798","1,62M","-0,79%"
"03.12.2018","6,866","6,814","6,872","6,738","2,52M","2,42%"
"30.11.2018","6,704","6,722","6,732","6,654","3,46M","-0,03%"
"29.11.2018","6,706","6,750","6,812","6,688","2,61M","0,06%"
"28.11.2018","6,702","6,820","6,850","6,672","3,69M","-1,50%"
"27.11.2018","6,804","6,846","6,886","6,760","2,71M","-0,53%"
"26.11.2018","6,840","6,660","6,858","6,650","4,74M","3,89%"
"23.11.2018","6,584","6,572","6,650","6,550","1,37M","0,52%"
"22.11.2018","6,550","6,596","6,598","6,448","1,94M","-0,52%"
"21.11.2018","6,584","6,426","6,590","6,392","3,85M","3,29%"
"20.11.2018","6,374","6,520","6,564","6,348","3,39M","-2,75%"
"19.11.2018","6,554","6,542","6,656","6,538","2,31M","0,58%"
"16.11.2018","6,516","6,550","6,568","6,476","2,39M","0,25%"
"15.11.2018","6,500","6,668","6,710","6,406","4,97M","-2,52%"
"14.11.2018","6,668","6,810","6,840","6,560","5,24M","-3,19%"
"13.11.2018","6,888","6,910","6,934","6,754","3,45M","0,06%"
"12.11.2018","6,884","6,886","6,988","6,862","3,75M","0,20%"
"09.11.2018","6,870","6,820","6,918","6,730","3,93M","0,67%"
"08.11.2018","6,824","6,880","7,064","6,770","8,97M","2,09%"
"07.11.2018","6,684","6,490","6,724","6,490","4,01M","3,31%"
"06.11.2018","6,470","6,510","6,530","6,416","2,64M","-0,64%"
"05.11.2018","6,512","6,600","6,600","6,506","1,62M","-1,39%"
"02.11.2018","6,604","6,570","6,690","6,538","2,85M","0,79%"
"01.11.2018","6,552","6,324","6,558","6,324","3,87M","3,18%"
"31.10.2018","6,350","6,240","6,358","6,236","3,93M","2,62%"
"30.10.2018","6,188","6,328","6,386","6,188","2,32M","-2,21%"
"29.10.2018","6,328","6,172","6,398","6,172","3,56M","3,16%"
"26.10.2018","6,134","6,110","6,134","6,032","2,94M","0,10%"
"25.10.2018","6,128","6,000","6,228","5,986","3,86M","2,17%"
"24.10.2018","5,998","6,310","6,310","5,992","4,47M","-4,03%"
"23.10.2018","6,250","6,194","6,282","6,090","3,88M","0,22%"
"22.10.2018","6,236","6,410","6,498","6,216","3,67M","-0,54%"
"19.10.2018","6,270","6,118","6,284","5,982","4,94M","2,45%"
"18.10.2018","6,120","6,220","6,366","6,120","3,55M","-2,80%"
"17.10.2018","6,296","6,400","6,440","6,280","1,90M","-1,25%"
"16.10.2018","6,376","6,266","6,376","6,230","3,44M","1,66%"
"15.10.2018","6,272","6,268","6,314","6,220","1,81M","0,38%"
"12.10.2018","6,248","6,300","6,360","6,244","2,35M","-0,45%"
"11.10.2018","6,276","6,400","6,428","6,276","3,69M","-2,76%"
"10.10.2018","6,454","6,360","6,610","6,356","6,22M","1,00%"
"09.10.2018","6,390","6,360","6,430","6,260","3,78M","0,53%"
"08.10.2018","6,356","6,540","6,558","6,322","4,96M","-3,70%"
"05.10.2018","6,600","6,700","6,738","6,600","4,04M","-1,58%"
"04.10.2018","6,706","6,760","6,786","6,650","2,89M","0,09%"
"03.10.2018","6,700","6,822","6,832","6,640","4,19M","0,21%"
"02.10.2018","6,686","6,756","6,756","6,500","5,94M","-1,79%"
"01.10.2018","6,808","6,858","6,964","6,780","3,88M","-1,08%"
"28.09.2018","6,882","6,980","6,990","6,702","11,05M","-4,28%"
"27.09.2018","7,190","7,198","7,238","7,054","2,93M","-0,66%"
"26.09.2018","7,238","7,198","7,278","7,172","2,61M","0,58%"
"25.09.2018","7,196","7,148","7,196","7,128","1,64M","1,18%"
"24.09.2018","7,112","7,022","7,184","7,022","2,21M","0,48%"
"21.09.2018","7,078","7,086","7,130","7,050","3,43M","0,83%"
"20.09.2018","7,020","6,950","7,068","6,928","3,27M","1,36%"
"19.09.2018","6,926","6,944","6,958","6,902","2,34M","-0,26%"
"18.09.2018","6,944","6,960","6,980","6,878","2,73M","-0,49%"
"17.09.2018","6,978","6,882","7,016","6,862","2,08M","0,95%"
"14.09.2018","6,912","6,902","6,942","6,840","2,34M","0,58%"
"13.09.2018","6,872","7,004","7,074","6,866","4,26M","-2,55%"
"12.09.2018","7,052","7,160","7,202","7,000","3,79M","-1,56%"
"11.09.2018","7,164","7,240","7,240","7,088","2,12M","-0,53%"
"10.09.2018","7,202","7,022","7,266","7,022","4,43M","2,30%"
"07.09.2018","7,040","7,030","7,080","6,946","2,26M","0,40%"
"06.09.2018","7,012","7,060","7,088","6,996","2,75M","-0,62%"
"05.09.2018","7,056","6,922","7,170","6,916","5,76M","1,94%"
"04.09.2018","6,922","6,780","6,948","6,768","5,48M","2,64%"
"03.09.2018","6,744","6,600","6,744","6,576","2,67M","1,69%"
"31.08.2018","6,632","6,704","6,714","6,614","3,56M","-0,99%"
"30.08.2018","6,698","6,792","6,820","6,680","3,28M","-1,30%"
"29.08.2018","6,786","6,734","6,790","6,702","3,31M","0,44%"
"28.08.2018","6,756","6,782","6,832","6,708","3,03M","-0,38%"
"27.08.2018","6,782","6,826","6,852","6,774","1,81M","-0,56%"
"24.08.2018","6,820","6,792","6,828","6,762","2,35M","0,38%"
"23.08.2018","6,794","6,820","6,846","6,764","2,87M","-0,38%"
"22.08.2018","6,820","6,958","6,972","6,770","4,21M","-1,96%"
"21.08.2018","6,956","6,754","6,974","6,754","4,24M","3,17%"
"20.08.2018","6,742","6,850","6,862","6,740","4,48M","-1,58%"
"17.08.2018","6,850","6,940","6,970","6,812","4,45M","-1,24%"
"16.08.2018","6,936","7,220","7,290","6,936","6,55M","-2,97%"
"14.08.2018","7,148","7,100","7,218","7,082","3,73M","1,05%"
"13.08.2018","7,074","7,046","7,096","6,994","3,67M","-0,42%"
"10.08.2018","7,104","7,190","7,228","7,018","4,88M","-1,47%"
"09.08.2018","7,210","7,366","7,374","7,200","3,75M","-1,69%"
"08.08.2018","7,334","7,400","7,446","7,328","3,34M","-1,21%"
"07.08.2018","7,424","7,392","7,452","7,348","3,60M","0,38%"
"06.08.2018","7,396","7,414","7,450","7,324","3,30M","-0,70%"
"03.08.2018","7,448","7,510","7,522","7,294","5,93M","-1,01%"
"02.08.2018","7,524","7,900","7,900","7,450","11,47M","-5,41%"
"01.08.2018","7,954","7,990","8,060","7,934","4,66M","-0,15%"
"31.07.2018","7,966","7,920","7,998","7,920","3,21M","0,61%"
"30.07.2018","7,918","7,866","7,968","7,852","2,15M","0,43%"
"27.07.2018","7,884","7,830","7,932","7,830","2,54M","0,43%"
"26.07.2018","7,850","7,734","7,850","7,728","3,62M","1,63%"
"25.07.2018","7,724","7,670","7,794","7,666","3,76M","0,18%"
"24.07.2018","7,710","7,728","7,810","7,710","2,68M","-0,31%"
"23.07.2018","7,734","7,706","7,770","7,686","1,59M","0,26%"
"20.07.2018","7,714","7,732","7,790","7,680","3,08M","-1,15%"
"19.07.2018","7,804","7,762","7,858","7,678","3,39M","0,54%"
"18.07.2018","7,762","7,770","7,812","7,724","2,85M","0,00%"
"17.07.2018","7,762","7,680","7,768","7,656","3,24M","1,04%"
"16.07.2018","7,682","7,560","7,682","7,552","3,19M","1,45%"
"13.07.2018","7,572","7,590","7,620","7,570","2,33M","-0,24%"
"12.07.2018","7,590","7,490","7,590","7,430","2,59M","1,47%"
"11.07.2018","7,480","7,500","7,516","7,424","3,07M","-1,06%"
"10.07.2018","7,560","7,510","7,592","7,488","2,91M","0,93%"
"09.07.2018","7,490","7,448","7,512","7,422","2,72M","0,78%"
"06.07.2018","7,432","7,396","7,440","7,380","2,63M","0,49%"
"05.07.2018","7,396","7,264","7,430","7,254","3,51M","1,87%"
"04.07.2018","7,260","7,240","7,290","7,220","2,02M","0,25%"
"03.07.2018","7,242","7,192","7,268","7,140","2,92M","0,86%"
"02.07.2018","7,180","7,146","7,230","7,098","3,23M","0,14%"
"29.06.2018","7,170","7,250","7,316","7,170","4,56M","-0,14%"
"28.06.2018","7,180","7,188","7,244","7,122","3,51M","-0,97%"
"27.06.2018","7,250","7,264","7,266","7,154","3,39M","-0,47%"
"26.06.2018","7,284","7,300","7,330","7,222","3,19M","0,47%"
"25.06.2018","7,250","7,314","7,330","7,250","2,24M","-1,31%"
"22.06.2018","7,346","7,362","7,408","7,324","2,59M","0,11%"
"21.06.2018","7,338","7,450","7,494","7,282","3,87M","-1,24%"
"20.06.2018","7,430","7,400","7,470","7,374","4,71M","0,46%"
"19.06.2018","7,396","7,284","7,400","7,216","5,08M","1,01%"
"18.06.2018","7,322","7,280","7,436","7,264","6,26M","-4,04%"
"15.06.2018","7,630","7,822","7,854","7,574","13,45M","-2,43%"
"14.06.2018","7,820","7,672","7,820","7,618","9,49M","2,36%"
"13.06.2018","7,640","7,510","7,712","7,486","9,85M","1,89%"
"12.06.2018","7,498","7,400","7,524","7,324","7,00M","1,90%"
"11.06.2018","7,358","7,200","7,380","7,156","5,30M","3,87%"
"08.06.2018","7,084","7,220","7,250","7,084","6,37M","-2,72%"
"07.06.2018","7,282","7,410","7,464","7,254","4,59M","-0,38%"
"06.06.2018","7,310","7,360","7,376","7,218","5,17M","-0,05%"
"05.06.2018","7,314","7,520","7,574","7,308","5,74M","-2,64%"
"04.06.2018","7,512","7,572","7,630","7,460","4,13M","0,56%"
"01.06.2018","7,470","7,552","7,638","7,444","7,63M","1,99%"
"31.05.2018","7,324","7,440","7,600","7,280","12,73M","0,22%"
"30.05.2018","7,308","7,110","7,320","7,060","10,92M","4,19%"
"29.05.2018","7,014","7,288","7,288","6,906","14,60M","-4,49%"
"28.05.2018","7,344","7,628","7,748","7,270","7,85M","-3,22%"
"25.05.2018","7,588","7,740","7,788","7,470","5,86M","-1,53%"
"24.05.2018","7,706","7,768","7,868","7,648","7,27M","0,60%"
"23.05.2018","7,660","7,710","7,710","7,540","5,12M","-0,49%"
"22.05.2018","7,698","7,656","7,718","7,614","4,19M","0,81%"
"21.05.2018","7,636","7,600","7,768","7,502","5,94M","0,21%"
"18.05.2018","7,620","7,932","7,932","7,560","9,95M","-3,45%"
"17.05.2018","7,892","7,950","8,068","7,798","6,53M","-0,23%"
"16.05.2018","7,910","8,196","8,214","7,822","10,21M","-3,75%"
"15.05.2018","8,218","8,150","8,218","8,102","3,72M","0,78%"
"14.05.2018","8,154","8,150","8,180","8,104","3,43M","0,05%"
"11.05.2018","8,150","8,166","8,190","8,010","4,80M","0,42%"
"10.05.2018","8,116","8,240","8,436","8,070","12,19M","0,12%"
"09.05.2018","8,106","8,080","8,160","8,080","3,06M","0,35%"
"08.05.2018","8,078","8,162","8,170","8,002","5,29M","-0,47%"
"07.05.2018","8,116","8,160","8,170","8,096","2,36M","-0,47%"
"04.05.2018","8,154","8,070","8,178","8,062","3,64M","1,04%"
"03.05.2018","8,070","8,076","8,114","8,054","2,82M","-0,17%"
"02.05.2018","8,084","8,150","8,158","8,040","5,51M","-0,27%"
"30.04.2018","8,106","8,000","8,128","7,972","4,57M","1,68%"
"27.04.2018","7,972","7,910","7,972","7,888","2,69M","0,55%"
"26.04.2018","7,928","7,938","7,942","7,880","2,54M","0,20%"
"25.04.2018","7,912","7,874","7,924","7,818","2,35M","0,43%"
"24.04.2018","7,878","7,850","7,940","7,844","2,97M","0,10%"
"23.04.2018","7,870","7,772","7,870","7,772","2,69M","1,03%"
"20.04.2018","7,790","7,772","7,810","7,760","3,13M","0,41%"
"19.04.2018","7,758","7,720","7,766","7,700","2,67M","0,21%"
"18.04.2018","7,742","7,788","7,790","7,718","3,66M","-0,62%"
"17.04.2018","7,790","7,720","7,790","7,700","3,41M","0,91%"
"16.04.2018","7,720","7,670","7,744","7,642","2,57M","0,60%"
"13.04.2018","7,674","7,714","7,718","7,662","1,91M","-0,05%"
"12.04.2018","7,678","7,650","7,720","7,650","2,49M","0,08%"
"11.04.2018","7,672","7,680","7,722","7,626","4,56M","-0,16%"
"10.04.2018","7,684","7,610","7,684","7,592","4,26M","1,11%"
"09.04.2018","7,600","7,558","7,614","7,548","2,78M","0,77%"
"06.04.2018","7,542","7,526","7,576","7,490","3,70M","-0,11%"
"05.04.2018","7,550","7,500","7,584","7,480","4,84M","1,67%"
"04.04.2018","7,426","7,398","7,452","7,320","3,20M","0,76%"
"03.04.2018","7,370","7,340","7,466","7,326","3,62M","-0,67%"
